ReportNumber,VehicleCrashKey,DriverAtFault,DriverInjurySeverity,DriverSubstanceAbuse,DriverDistractedBy,VehicleType,VehicleMovement,VehicleGoingDir,VehicleDamageExtent,SpeedLimit,ParkedVehicle,SubstanceAbuseContributed,VehiclesCrashedTotal,VehicleKey,LocalCaseNumber,AgencyName,ACRSReportType,HitRun,LaneDirection,LaneNumber,NumberOfLanes,RoadGrade,NonTraffic,OffRoadIncident,AccidentAtFault,CollisionType,SurfaceCondition,Light,TrafficControl,Junction,IntersectionType,RoadAlignment,RoadCondition,RoadDivision,Latitude,Longitude,RoadKey,CrossStreetKey,NonMotoristTotal,NonMotoristInjury,NonMotoristFatal,DateHourKey,LocationAreaKey
MCP3347001N,CA9C3A4056EE43E29E4A0FF7C940FE53,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,MOVING CONSTANT SPEED,West,SUPERFICIAL,35,False,False,2,9995581679536384,230073734,Montgomery County Police,Injury ,True,West,1,1,LEVEL,False,False,DRIVER,SAME DIR REAR END,WET,DARK -- UNKNOWN LIGHTING,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",38.99246239,-77.16158585,1363718650800826,776419263324954,0,0,0,2023122619,7715220038996189
EJ7899000Z,2B00A84FA0DF4413908ED9F8C368A514,False,POSSIBLE INJURY,UNKNOWN,NOT DISTRACTED,PASSENGER,STOPPED IN TRAFFIC LANE,North,FUNCTIONAL,40,False,False,2,1557048830016600,230073749,Gaithersburg Police Depar,Injury ,False,North,1,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.16154675,-77.22333057,4972572914805173,873974809789905,0,0,0,2023122622,7722140839165105
EJ7899000Z,CA36FF97316943E6A20D1890AA7CB90C,True,NO APPARENT INJURY,UNKNOWN,NOT DISTRACTED,PASSENGER,SLOWING OR STOPPING,North,SUPERFICIAL,40,False,False,2,3233063173565461,230073749,Gaithersburg Police Depar,Injury ,False,North,1,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.16154675,-77.22333057,4972572914805173,873974809789905,0,0,0,2023122622,7722140839165105
MCP3403000F,BACDF234F05B446B8F915C007E7D3A48,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,EMERGENCY,MOVING CONSTANT SPEED,East,SUPERFICIAL,25,False,False,1,7093798906499438,230073755,Montgomery County Police,Property Damage ,False,East,1,1,UNKNOWN,False,False,DRIVER,OTHER,WET,DARK LIGHTS ON,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.98849953,-77.02429991,4350737957040345,6732058886739677,0,0,0,2023122623,7703596439001907
MCP3257006T,ADD32F659F1645F19847038D1E4B3031,False,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,MOVING CONSTANT SPEED,South,DISABLING,35,False,False,1,9260975583989258,230073767,Montgomery County Police,Property Damage ,False,South,0,2,LEVEL,False,False,UNKNOWN,SINGLE VEHICLE,WET,DARK LIGHTS ON,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.02629167,-77.12614333,4494898042244063,6829153251446906,0,0,0,2023122700,7715220038996189
MCP2000001T,1F541A13E8AF4AC49716343FF8525AA4,True,NO APPARENT INJURY,ALCOHOL,NOT DISTRACTED,PASSENGER,MAKING LEFT TURN,North,DISABLING,45,False,False,1,915201015875309,230073764,Montgomery County Police,Property Damage ,False,North,1,3,LEVEL,False,False,DRIVER,SINGLE VEHICLE,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.20227161,-77.25328885,6418383227647657,4231212482043262,0,0,0,2023122703,7723271939208770
MCP3066002F,A70ED695C43E40D5A45F3DA7D0D786CE,True,POSSIBLE INJURY,UNKNOWN,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,30,False,False,1,3741542597461683,230073768,Montgomery County Police,Injury ,False,North,1,1,GRADE DOWNHILL,False,False,DRIVER,SINGLE VEHICLE,WET,DARK LIGHTS ON,UNKNOWN,UNKNOWN,UNKNOWN,STRAIGHT,UNKNOWN,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",38.97554433,-77.11228817,4534450561785329,9733644905967172,0,0,0,2023122705,7715220038996189
MCP3348001Z,5811ABDB11004765ABE16841DBC4D050,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,East,DISABLING,45,False,False,1,7004010121091503,230073772,Montgomery County Police,Property Damage ,False,East,1,2,ON BRIDGE,False,False,UNKNOWN,SINGLE VEHICLE,WET,DARK NO LIGHTS,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.09459667,-77.11578333,418179445979580,2696403938661764,0,0,0,2023122705,7709494939102237
MCP2989002J,9641581EBEB449F3B94785A5C69E55D5,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,MOVING CONSTANT SPEED,South,DISABLING,35,False,False,1,2553140357844959,230073777,Montgomery County Police,Property Damage ,True,North,1,2,LEVEL,False,False,DRIVER,SAME DIR REAR END,WET,DARK LIGHTS ON,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.12449667,-77.16396333,8859253252091615,9696254272695630,0,0,0,2023122706,7713230839137712
MCP235300CS,257C35529DE140C8A03BE1D89BE2209A,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,MAKING RIGHT TURN,East,NO DAMAGE,35,False,False,1,6297493643822167,230073776,Montgomery County Police,Injury ,False,South,3,3,LEVEL,False,False,DRIVER,SINGLE VEHICLE,WET,DARK LIGHTS ON,PERSON,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.99933367,-77.09701467,5925405510732472,8467184696040290,1,1,0,2023122706,7710269338999892
MCP29910094,304A944878D84F84B2473922CFCD0A0D,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,East,DISABLING,20,False,False,2,5029281343902443,230073787,Montgomery County Police,Property Damage ,False,South,1,3,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.07691383,-77.00122983,8901981419077344,8961953771773373,0,0,0,2023122709,7698062539067210
MCP29910094,F24CC974CE23406F9AA3FAF53D08F9C5,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,SLOWING OR STOPPING,South,DISABLING,35,False,False,2,4540518096345862,230073787,Montgomery County Police,Property Damage ,False,South,1,3,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.07691383,-77.00122983,8901981419077344,8961953771773373,0,0,0,2023122709,7698062539067210
MCP31650050,582DF1D5AAF743319F21C7A7FC228CE1,False,NO APPARENT INJURY,UNKNOWN,NOT DISTRACTED,PASSENGER,SLOWING OR STOPPING,West,SUPERFICIAL,25,False,False,2,3233063173565461,230073809,Montgomery County Police,Property Damage ,True,UNKNOWN,0,0,UNKNOWN,True,True,DRIVER,SAME DIR REAR END,UNKNOWN,DAYLIGHT,STOP SIGN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39.03929,-76.99215233,7781945108562677,7781945108562677,0,0,0,2023122711,7700923739021308
MCP31650050,B8B2F2FC49854A1CA8F95D30589A1A8A,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,West,SUPERFICIAL,25,False,False,2,6711480604458347,230073809,Montgomery County Police,Property Damage ,True,UNKNOWN,0,0,UNKNOWN,True,True,DRIVER,SAME DIR REAR END,UNKNOWN,DAYLIGHT,STOP SIGN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39.03929,-76.99215233,7781945108562677,7781945108562677,0,0,0,2023122711,7700923739021308
MCP2420005D,F2186C74253E459081250B468CDD2416,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,South,DISABLING,40,False,False,2,4595510051903263,230073835,Montgomery County Police,Property Damage ,False,South,3,3,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,OTHER,NO CONTROLS,OTHER,OTHER,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.0740105,-77.00263017,8901981419077344,9296403245306818,0,0,0,2023122713,7698062539067210
MCP2420005D,89978510CA5846A0AB9316C707892BB7,True,NO APPARENT INJURY,UNKNOWN,LOOKED BUT DID NOT SEE,PASSENGER,MAKING RIGHT TURN,South,DISABLING,40,False,False,2,4595510051903263,230073835,Montgomery County Police,Property Damage ,False,South,3,3,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,OTHER,NO CONTROLS,OTHER,OTHER,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.0740105,-77.00263017,8901981419077344,9296403245306818,0,0,0,2023122713,7698062539067210
MCP29710060,BB3D36E7422D462EBBF3F2E1AA539A29,False,POSSIBLE INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,West,DISABLING,30,False,False,2,4868628267204610,230073854,Montgomery County Police,Injury ,False,West,1,2,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DAYLIGHT,STOP SIGN,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.17444167,-77.20547667,9236114947164831,161515450564539,0,0,0,2023122714,7719610239179289
MCP29710060,5B59C39B380D4185892431041D897E3A,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,ACCELERATING,South,DISABLING,30,False,False,2,5867016834625621,230073854,Montgomery County Police,Injury ,False,West,1,2,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DAYLIGHT,STOP SIGN,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.17444167,-77.20547667,9236114947164831,161515450564539,0,0,0,2023122714,7719610239179289
MCP1213008Z,14E8C53FEA55432A9F6A58FC8BCCB97A,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,SLOWING OR STOPPING,East,DISABLING,40,False,False,3,7004010053981027,230076276,Montgomery County Police,Injury ,False,East,1,3,GRADE DOWNHILL,False,False,DRIVER,SAME DIR REAR END,WET,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.07419167,-77.00627,8073720238398338,7153177870540436,0,0,0,2023122714,7698062539067210
MCP1213008Z,22EB7960FB7340A3B203FA7359CB29C4,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,SLOWING OR STOPPING,East,DISABLING,40,False,False,3,2815627418338661,230076276,Montgomery County Police,Injury ,False,East,1,3,GRADE DOWNHILL,False,False,DRIVER,SAME DIR REAR END,WET,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.07419167,-77.00627,8073720238398338,7153177870540436,0,0,0,2023122714,7698062539067210
MCP1213008Z,C1968B94BA7044A3B69714A1E142F7EC,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,SLOWING OR STOPPING,East,SUPERFICIAL,40,False,False,3,4595510051903263,230076276,Montgomery County Police,Injury ,False,East,1,3,GRADE DOWNHILL,False,False,DRIVER,SAME DIR REAR END,WET,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.07419167,-77.00627,8073720238398338,7153177870540436,0,0,0,2023122714,7698062539067210
MCP2583003V,75F4336846654596A4B3DC9E5E097EFC,True,NO APPARENT INJURY,NONE,UNKNOWN,TRUCK,OTHER,UNKNOWN,OTHER,0,False,False,1,2218989196696868,230073875,Montgomery County Police,Property Damage ,False,UNKNOWN,0,0,UNKNOWN,True,True,DRIVER,OTHER,UNKNOWN,DAYLIGHT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39.1444214,-77.4091006,7781945108562677,7781945108562677,0,0,0,2023122714,7740606839111706
MCP3207003Q,5AF0C37354F94A758F4AF3EDDC01AA81,False,POSSIBLE INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,South,DISABLING,40,False,False,2,4505130622730285,230073857,Montgomery County Police,Injury ,False,South,2,3,GRADE DOWNHILL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DAYLIGHT,NO CONTROLS,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.066623,-77.00112,8901981419077344,7474642067676910,0,0,0,2023122715,7698062539067210
MCP3207003Q,D6191B823AFE4B888CECBC132E6BD8C8,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MAKING RIGHT TURN,South,DISABLING,40,False,False,2,6502835373787106,230073857,Montgomery County Police,Injury ,False,South,2,3,GRADE DOWNHILL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DAYLIGHT,NO CONTROLS,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.066623,-77.00112,8901981419077344,7474642067676910,0,0,0,2023122715,7698062539067210
MCP3111007M,A49DF2F0C16E4DF6AB9A9016909F9E4F,False,POSSIBLE INJURY,NONE,NOT DISTRACTED,PASSENGER,STOPPED IN TRAFFIC LANE,North,FUNCTIONAL,25,False,False,3,2815627418338661,230073855,Montgomery County Police,Injury ,False,North,0,2,LEVEL,False,False,DRIVER,HEAD ON,WET,DAYLIGHT,TRAFFIC SIGNAL,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.05313967,-77.11097633,270158744119793,8073720238398338,0,0,0,2023122715,7712482939051552
MCP3111007M,1CDD545BFE704637A33EFE7FCC77B7E4,True,NO APPARENT INJURY,ALCOHOL,INATTENTIVE OR LOST IN THOUGHT,PASSENGER,ACCELERATING,South,DISABLING,25,False,False,3,706744201839880,230073855,Montgomery County Police,Injury ,False,North,0,2,LEVEL,False,False,DRIVER,HEAD ON,WET,DAYLIGHT,TRAFFIC SIGNAL,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.05313967,-77.11097633,270158744119793,8073720238398338,0,0,0,2023122715,7712482939051552
MCP3111007M,6B9F3BF10B804FAA88F6DD4F6E0FB56F,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,STOPPED IN TRAFFIC LANE,South,SUPERFICIAL,25,False,False,3,1683704792972663,230073855,Montgomery County Police,Injury ,False,North,0,2,LEVEL,False,False,DRIVER,HEAD ON,WET,DAYLIGHT,TRAFFIC SIGNAL,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.05313967,-77.11097633,270158744119793,8073720238398338,0,0,0,2023122715,7712482939051552
DD5663000L,8725B90021AB42A5B793668A98C38CB6,False,POSSIBLE INJURY,NONE,NOT DISTRACTED,PASSENGER,STARTING FROM LANE,South,FUNCTIONAL,40,False,False,2,1032942931887779,230073872,Rockville Police Departme,Injury ,False,South,1,3,LEVEL,False,False,DRIVER,SAME DIRECTION RIGHT TURN,WET,DUSK,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.08513638,-77.14817677,4906760034738084,3402038472987542,0,0,0,2023122716,7718114539090864
DD5663000L,1FF4484BEC744532A301A7822829844F,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,EMERGENCY,ACCELERATING,South,SUPERFICIAL,40,False,False,2,8319853137118611,230073872,Rockville Police Departme,Injury ,False,South,1,3,LEVEL,False,False,DRIVER,SAME DIRECTION RIGHT TURN,WET,DUSK,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.08513638,-77.14817677,4906760034738084,3402038472987542,0,0,0,2023122716,7718114539090864
MCP3170003S,852F4958F35445858821B76B766B70D4,True,NO APPARENT INJURY,UNKNOWN,LOOKED BUT DID NOT SEE,PASSENGER,BACKING,UNKNOWN,UNKNOWN,30,False,False,2,6045013032354060,230073862,Montgomery County Police,Property Damage ,True,South,0,1,LEVEL,False,False,DRIVER,OTHER,WET,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.18744461,-77.26666955,9479366963455254,4847500645087310,0,0,0,2023122716,7729807639132189
MCP3170003S,90195E78D0E148308AEAB5F808E57F19,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,PARKED,UNKNOWN,SUPERFICIAL,30,True,False,2,4132835541223054,230073862,Montgomery County Police,Property Damage ,True,South,0,1,LEVEL,False,False,DRIVER,OTHER,WET,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.18744461,-77.26666955,9479366963455254,4847500645087310,0,0,0,2023122716,7729807639132189
MCP2866008R,DB745B6159B746729736AFB5D03FAAE7,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,ACCELERATING,East,FUNCTIONAL,30,False,False,1,4099511916309596,230073900,Montgomery County Police,Property Damage ,False,East,2,2,LEVEL,False,False,DRIVER,SINGLE VEHICLE,WET,DARK LIGHTS ON,NO CONTROLS,NON INTERSECTION,UNKNOWN,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.00693393,-77.09617401,5777913950568264,5925405510732472,0,0,0,2023122716,7710519939016894
MCP2286005T,CB9ACBD1CEA4482CBFDFCA45769BD099,False,POSSIBLE INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,West,DISABLING,40,False,False,2,7871367603793141,230073881,Montgomery County Police,Injury ,False,West,2,2,LEVEL,False,False,DRIVER,HEAD ON LEFT TURN,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.11997817,-77.15995917,9696254272695630,8898024693401937,0,0,0,2023122717,7713230839137712
MCP2286005T,0A5F9A3D79024FDB97B2A19957E1423E,True,POSSIBLE INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,MAKING LEFT TURN,North,DISABLING,40,False,False,2,7026902055532801,230073881,Montgomery County Police,Injury ,False,West,2,2,LEVEL,False,False,DRIVER,HEAD ON LEFT TURN,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.11997817,-77.15995917,9696254272695630,8898024693401937,0,0,0,2023122717,7713230839137712
MCP3030005Q,F19A073F2E4C4026BFB33A49C976D109,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,TRUCK,MOVING CONSTANT SPEED,South,UNKNOWN,35,False,False,2,8168321465439775,230073885,Montgomery County Police,Property Damage ,True,South,0,1,LEVEL,False,False,DRIVER,OTHER,WET,DARK LIGHTS ON,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.95697667,-77.10536,6453421282468307,286719956030257,0,0,0,2023122717,7711806238956479
MCP3030005Q,6701F66D9A3E4B499F6CF8AEB899E2C9,False,NO APPARENT INJURY,UNKNOWN,NOT DISTRACTED,TRUCK,PARKED,UNKNOWN,FUNCTIONAL,35,True,False,2,2629665684196369,230073885,Montgomery County Police,Property Damage ,True,South,0,1,LEVEL,False,False,DRIVER,OTHER,WET,DARK LIGHTS ON,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.95697667,-77.10536,6453421282468307,286719956030257,0,0,0,2023122717,7711806238956479
MCP2641003R,19D0B99F1C7449A79BAFAEA34B3910A1,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,SKIDDING,North,DISABLING,25,False,False,1,2271652412197225,230073886,Montgomery County Police,Property Damage ,False,North,0,1,HILL UPHILL,False,False,DRIVER,SINGLE VEHICLE,WET,DARK LIGHTS ON,UNKNOWN,UNKNOWN,UNKNOWN,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.08895,-77.04725833,6376360919158303,9734258121119663,0,0,0,2023122717,7705486039088590
MCP2799007L,28F6FCEE91EF4E44B1509E3A80EE9E4B,True,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,West,DISABLING,30,False,False,2,3915685637330121,230073884,Montgomery County Police,Property Damage ,False,West,1,4,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.01460433,-77.05489467,6348574661209490,6001962678225396,0,0,0,2023122717,7703596439001907
MCP2799007L,22703A5DA3EA423C82CE3BE22A46A2CF,True,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,30,False,False,2,8243785727345706,230073884,Montgomery County Police,Property Damage ,False,West,1,4,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.01460433,-77.05489467,6348574661209490,6001962678225396,0,0,0,2023122717,7703596439001907
MCP31260054,4790B3C3F9E74407B3C0D6B1F68E0857,False,POSSIBLE INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,North,DESTROYED,40,False,False,2,2458098179965810,230073882,Montgomery County Police,Injury ,False,North,1,2,HILL CREST,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.22306158,-77.26075706,4972572914805173,5966060817396231,0,0,0,2023122717,7728275839257602
MCP31260054,8CD696A2B3C249F5910CE7789AF18920,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,MAKING LEFT TURN,South,DESTROYED,40,False,False,2,4388222097711208,230073882,Montgomery County Police,Injury ,False,North,1,2,HILL CREST,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.22306158,-77.26075706,4972572914805173,5966060817396231,0,0,0,2023122717,7728275839257602
EJ7844001P,CC9E6290D44F4A5681BCC0CD28C26F96,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,PARKED,UNKNOWN,SUPERFICIAL,0,True,False,2,9146895796352443,230073894,Gaithersburg Police Depar,Property Damage ,True,UNKNOWN,0,0,UNKNOWN,True,True,DRIVER,SAME DIR REAR END,UNKNOWN,DUSK,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39.15423733,-77.21531125,7781945108562677,7781945108562677,0,0,0,2023122717,7722140839165105
EJ7844001P,872AABFA762C4A5B838301FC0D34B543,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,PASSENGER,BACKING,UNKNOWN,UNKNOWN,0,False,False,2,8168321465439775,230073894,Gaithersburg Police Depar,Property Damage ,True,UNKNOWN,0,0,UNKNOWN,True,True,DRIVER,SAME DIR REAR END,UNKNOWN,DUSK,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39.15423733,-77.21531125,7781945108562677,7781945108562677,0,0,0,2023122717,7722140839165105
MCP3245004X,FB539DA5AD6C4CFE9904A46616F2D2E1,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,East,DISABLING,50,False,False,1,7004010087536265,230073892,Montgomery County Police,Property Damage ,False,East,2,2,LEVEL,False,False,DRIVER,SINGLE VEHICLE,WET,DARK LIGHTS ON,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.16247833,-77.14716333,6928194521054704,3457216414913442,0,0,0,2023122717,7716365739170519
MCP3192004J,880C316FFF434F2EA12F6660DF195C9F,False,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,East,FUNCTIONAL,25,False,False,2,7871367637348379,230073896,Montgomery County Police,Property Damage ,False,North,1,1,LEVEL,False,False,UNKNOWN,STRAIGHT MOVEMENT ANGLE,WET,DARK LIGHTS ON,STOP SIGN,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.04500014,-77.04812906,2407236375210454,2480366219871158,0,0,0,2023122718,7704240439043964
